Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods session_zscore --models eegnet --seeds 1 --protocols single,multi --tag-suffix session_zscore_eegnet_s1
Node   : gpu01 | Start: Tue Jun  9 02:06:11 CST 2026
Tue Jun  9 02:06:11 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:41:00.0 Off |                  Off |
| 30%   29C    P8             15W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 02:06:14 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 02:06:14 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['session_zscore'] | models=['eegnet'] | seeds=[1] | groups=['single', 'multi'] | tasks=335
2026-06-09 02:06:28 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses02 seed=1 acc=0.7750 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:41 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses03 seed=1 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:54 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses01 seed=1 acc=0.6150 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:07 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses03 seed=1 acc=0.9650 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:22 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses01 seed=1 acc=0.7350 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:36 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses02 seed=1 acc=0.9600 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:41 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses02 seed=1 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:46 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses03 seed=1 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:56 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses01 seed=1 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:06 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses03 seed=1 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:12 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses01 seed=1 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:18 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses02 seed=1 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:33 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses02 seed=1 acc=0.8700 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:48 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses03 seed=1 acc=0.8650 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:05 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses01 seed=1 acc=0.8550 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:23 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses03 seed=1 acc=0.7750 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:28 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses01 seed=1 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:34 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses02 seed=1 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:38 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses02 seed=1 acc=0.4700 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:43 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses03 seed=1 acc=0.4800 (ntr=160 nval=40 nte=200)
