Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods session_zscore --models eegnet --seeds 4 --protocols single,multi --tag-suffix session_zscore_eegnet_s4
Node   : gpu01 | Start: Tue Jun  9 02:53:36 CST 2026
Tue Jun  9 02:53:37 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:01:00.0 Off |                  Off |
| 30%   32C    P8             12W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 02:53:40 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 02:53:40 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['session_zscore'] | models=['eegnet'] | seeds=[4] | groups=['single', 'multi'] | tasks=335
2026-06-09 02:53:48 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses02 seed=4 acc=0.7800 (ntr=160 nval=40 nte=200)
2026-06-09 02:53:54 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses03 seed=4 acc=0.8100 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:10 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses01 seed=4 acc=0.7300 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:26 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses03 seed=4 acc=0.9800 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:35 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses01 seed=4 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:43 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses02 seed=4 acc=0.9600 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:49 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses02 seed=4 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:54 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses03 seed=4 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 02:54:59 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses01 seed=4 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:03 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses03 seed=4 acc=0.6150 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:10 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses01 seed=4 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:17 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses02 seed=4 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:26 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses02 seed=4 acc=0.8300 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:36 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses03 seed=4 acc=0.8900 (ntr=160 nval=40 nte=200)
2026-06-09 02:55:48 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses01 seed=4 acc=0.7600 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:01 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses03 seed=4 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:07 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses01 seed=4 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:14 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses02 seed=4 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:18 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses02 seed=4 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:22 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses03 seed=4 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:26 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses02-to-ses01 seed=4 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:30 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses02-to-ses03 seed=4 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:34 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses03-to-ses01 seed=4 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:38 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses03-to-ses02 seed=4 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:44 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses01-to-ses02 seed=4 acc=0.9200 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:51 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses01-to-ses03 seed=4 acc=0.7700 (ntr=160 nval=40 nte=200)
2026-06-09 02:56:58 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses02-to-ses01 seed=4 acc=0.9000 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:04 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses02-to-ses03 seed=4 acc=0.7250 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:10 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses03-to-ses01 seed=4 acc=0.7950 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:15 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses03-to-ses02 seed=4 acc=0.7400 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:23 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses01-to-ses02 seed=4 acc=0.9150 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:31 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses01-to-ses03 seed=4 acc=0.9800 (ntr=160 nval=40 nte=200)
2026-06-09 02:57:45 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses02-to-ses01 seed=4 acc=0.8450 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:00 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses02-to-ses03 seed=4 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:16 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses03-to-ses01 seed=4 acc=0.8900 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:32 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses03-to-ses02 seed=4 acc=0.9400 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:38 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses01-to-ses02 seed=4 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:44 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses01-to-ses03 seed=4 acc=0.8550 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:50 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses02-to-ses01 seed=4 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 02:58:56 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses02-to-ses03 seed=4 acc=0.8650 (ntr=160 nval=40 nte=200)
2026-06-09 02:59:01 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses03-to-ses01 seed=4 acc=0.6550 (ntr=160 nval=40 nte=200)
2026-06-09 02:59:05 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses03-to-ses02 seed=4 acc=0.7200 (ntr=160 nval=40 nte=200)
