Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods bn_statistics_adaptation --models eegnet --seeds 0 --protocols single,multi --tag-suffix bn_statistics_adaptation_eegnet_s0
Node   : gpu01 | Start: Tue Jun  9 11:16:56 CST 2026
Tue Jun  9 11:16:56 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:01:00.0 Off |                  Off |
| 37%   44C    P0             51W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 11:16:59 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 11:16:59 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['bn_statistics_adaptation'] | models=['eegnet'] | seeds=[0] | groups=['single', 'multi'] | tasks=335
2026-06-09 11:17:09 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses01-to-ses02 seed=0 acc=0.7500 (ntr=160 nval=40 nte=200)
2026-06-09 11:17:17 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses01-to-ses03 seed=0 acc=0.8500 (ntr=160 nval=40 nte=200)
2026-06-09 11:17:33 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses02-to-ses01 seed=0 acc=0.7050 (ntr=160 nval=40 nte=200)
2026-06-09 11:17:48 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses02-to-ses03 seed=0 acc=0.9700 (ntr=160 nval=40 nte=200)
2026-06-09 11:17:58 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses03-to-ses01 seed=0 acc=0.7850 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:07 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-001_ses03-to-ses02 seed=0 acc=0.9650 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:13 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-002_ses01-to-ses02 seed=0 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:19 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-002_ses01-to-ses03 seed=0 acc=0.6400 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:23 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-002_ses02-to-ses01 seed=0 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:28 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-002_ses02-to-ses03 seed=0 acc=0.5800 (ntr=160 nval=40 nte=200)
2026-06-09 11:18:34 | INFO    | train_session_alignment | [align] bn_statistics_adaptation eegnet      single_sub-002_ses03-to-ses01 seed=0 acc=0.6200 (ntr=160 nval=40 nte=200)
