========================================================
Project : /share/home/yuan/SYX/eeg-mi-online
Env     : mi_torch_cu118
Args    : --config configs/session_model_compare.yaml --models eegnet,deepconvnet,fbcnet --protocol within --seeds 4
Node    : gpu01  |  Start: Sun Jun  7 10:50:39 CST 2026
========================================================
[env] python: /share/home/yuan/.conda/envs/mi_torch_cu118/bin/python | CONDA_DEFAULT_ENV=mi_torch_cu118
Sun Jun  7 10:50:39 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:E1:00.0 Off |                  Off |
| 30%   41C    P0             60W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-07 10:50:42 | INFO    | train_session_models | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-07 10:50:42 | INFO    | train_session_models | loaded 148 ok sessions across 51 subjects | models=['eegnet', 'deepconvnet', 'fbcnet'] | protocols=['within'] | seeds=[4] | folds=10
2026-06-07 10:50:42 | INFO    | train_session_models | === RUN within__eegnet ===
2026-06-07 10:52:02 | INFO    | train_session_models | [within] eegnet      sub-001/ses-01 seed=4 acc=0.7950 (folds=10)
2026-06-07 10:54:41 | INFO    | train_session_models | [within] eegnet      sub-001/ses-02 seed=4 acc=0.9650 (folds=10)
2026-06-07 10:57:03 | INFO    | train_session_models | [within] eegnet      sub-001/ses-03 seed=4 acc=0.9850 (folds=10)
2026-06-07 10:57:53 | INFO    | train_session_models | [within] eegnet      sub-002/ses-01 seed=4 acc=0.5900 (folds=10)
2026-06-07 10:58:38 | INFO    | train_session_models | [within] eegnet      sub-002/ses-02 seed=4 acc=0.5200 (folds=10)
2026-06-07 11:00:10 | INFO    | train_session_models | [within] eegnet      sub-002/ses-03 seed=4 acc=0.7250 (folds=10)
2026-06-07 11:01:38 | INFO    | train_session_models | [within] eegnet      sub-003/ses-01 seed=4 acc=0.8750 (folds=10)
2026-06-07 11:04:03 | INFO    | train_session_models | [within] eegnet      sub-003/ses-02 seed=4 acc=0.8900 (folds=10)
2026-06-07 11:06:08 | INFO    | train_session_models | [within] eegnet      sub-003/ses-03 seed=4 acc=0.8450 (folds=10)
2026-06-07 11:06:50 | INFO    | train_session_models | [within] eegnet      sub-004/ses-01 seed=4 acc=0.5200 (folds=10)
2026-06-07 11:07:31 | INFO    | train_session_models | [within] eegnet      sub-004/ses-02 seed=4 acc=0.5050 (folds=10)
2026-06-07 11:08:20 | INFO    | train_session_models | [within] eegnet      sub-004/ses-03 seed=4 acc=0.5700 (folds=10)
2026-06-07 11:10:39 | INFO    | train_session_models | [within] eegnet      sub-005/ses-01 seed=4 acc=0.9150 (folds=10)
2026-06-07 11:12:14 | INFO    | train_session_models | [within] eegnet      sub-005/ses-02 seed=4 acc=0.8500 (folds=10)
2026-06-07 11:13:27 | INFO    | train_session_models | [within] eegnet      sub-005/ses-03 seed=4 acc=0.7600 (folds=10)
2026-06-07 11:15:07 | INFO    | train_session_models | [within] eegnet      sub-006/ses-01 seed=4 acc=0.9400 (folds=10)
2026-06-07 11:17:22 | INFO    | train_session_models | [within] eegnet      sub-006/ses-02 seed=4 acc=0.9700 (folds=10)
2026-06-07 11:19:49 | INFO    | train_session_models | [within] eegnet      sub-006/ses-03 seed=4 acc=0.9800 (folds=10)
2026-06-07 11:20:53 | INFO    | train_session_models | [within] eegnet      sub-007/ses-01 seed=4 acc=0.6300 (folds=10)
2026-06-07 11:21:54 | INFO    | train_session_models | [within] eegnet      sub-007/ses-02 seed=4 acc=0.8350 (folds=10)
2026-06-07 11:23:09 | INFO    | train_session_models | [within] eegnet      sub-007/ses-03 seed=4 acc=0.9000 (folds=10)
2026-06-07 11:24:44 | INFO    | train_session_models | [within] eegnet      sub-008/ses-01 seed=4 acc=0.7050 (folds=10)
2026-06-07 11:26:43 | INFO    | train_session_models | [within] eegnet      sub-008/ses-02 seed=4 acc=0.8350 (folds=10)
2026-06-07 11:28:27 | INFO    | train_session_models | [within] eegnet      sub-008/ses-03 seed=4 acc=0.8900 (folds=10)
2026-06-07 11:29:25 | INFO    | train_session_models | [within] eegnet      sub-009/ses-01 seed=4 acc=0.7500 (folds=10)
2026-06-07 11:30:18 | INFO    | train_session_models | [within] eegnet      sub-009/ses-02 seed=4 acc=0.7350 (folds=10)
2026-06-07 11:31:03 | INFO    | train_session_models | [within] eegnet      sub-009/ses-03 seed=4 acc=0.5900 (folds=10)
2026-06-07 11:32:09 | INFO    | train_session_models | [within] eegnet      sub-010/ses-01 seed=4 acc=0.7700 (folds=10)
2026-06-07 11:33:07 | INFO    | train_session_models | [within] eegnet      sub-010/ses-02 seed=4 acc=0.9000 (folds=10)
2026-06-07 11:34:50 | INFO    | train_session_models | [within] eegnet      sub-010/ses-03 seed=4 acc=0.7700 (folds=10)
2026-06-07 11:35:38 | INFO    | train_session_models | [within] eegnet      sub-011/ses-01 seed=4 acc=0.9250 (folds=10)
2026-06-07 11:36:50 | INFO    | train_session_models | [within] eegnet      sub-011/ses-02 seed=4 acc=0.7400 (folds=10)
2026-06-07 11:38:16 | INFO    | train_session_models | [within] eegnet      sub-011/ses-03 seed=4 acc=0.9850 (folds=10)
2026-06-07 11:38:57 | INFO    | train_session_models | [within] eegnet      sub-012/ses-01 seed=4 acc=0.5600 (folds=10)
2026-06-07 11:39:37 | INFO    | train_session_models | [within] eegnet      sub-012/ses-02 seed=4 acc=0.4900 (folds=10)
2026-06-07 11:40:24 | INFO    | train_session_models | [within] eegnet      sub-012/ses-03 seed=4 acc=0.5050 (folds=10)
2026-06-07 11:42:16 | INFO    | train_session_models | [within] eegnet      sub-013/ses-01 seed=4 acc=0.8100 (folds=10)
2026-06-07 11:43:46 | INFO    | train_session_models | [within] eegnet      sub-013/ses-02 seed=4 acc=0.8150 (folds=10)
2026-06-07 11:45:43 | INFO    | train_session_models | [within] eegnet      sub-013/ses-03 seed=4 acc=0.8450 (folds=10)
2026-06-07 11:46:27 | INFO    | train_session_models | [within] eegnet      sub-014/ses-01 seed=4 acc=0.5800 (folds=10)
