Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods session_zscore --models fbcnet --seeds 1 --protocols single,multi --tag-suffix session_zscore_fbcnet_s1
Node   : gpu01 | Start: Tue Jun  9 03:47:15 CST 2026
Tue Jun  9 03:47:15 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:21:00.0 Off |                  Off |
| 86%   49C    P0             85W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 03:47:18 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 03:47:18 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['session_zscore'] | models=['fbcnet'] | seeds=[1] | groups=['single', 'multi'] | tasks=335
2026-06-09 03:47:25 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses01-to-ses02 seed=1 acc=0.5650 (ntr=160 nval=40 nte=200)
2026-06-09 03:47:29 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses01-to-ses03 seed=1 acc=0.5600 (ntr=160 nval=40 nte=200)
2026-06-09 03:47:43 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses02-to-ses01 seed=1 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 03:47:57 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses02-to-ses03 seed=1 acc=0.8250 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:10 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses03-to-ses01 seed=1 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:23 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-001_ses03-to-ses02 seed=1 acc=0.7650 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:27 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses01-to-ses02 seed=1 acc=0.5200 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:31 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses01-to-ses03 seed=1 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:35 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses02-to-ses01 seed=1 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:39 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses02-to-ses03 seed=1 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:43 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses03-to-ses01 seed=1 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:47 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-002_ses03-to-ses02 seed=1 acc=0.6000 (ntr=160 nval=40 nte=200)
2026-06-09 03:48:56 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses01-to-ses02 seed=1 acc=0.7200 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:04 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses01-to-ses03 seed=1 acc=0.8150 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:11 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses02-to-ses01 seed=1 acc=0.6050 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:17 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses02-to-ses03 seed=1 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:24 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses03-to-ses01 seed=1 acc=0.7250 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:31 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-003_ses03-to-ses02 seed=1 acc=0.7100 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:35 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses01-to-ses02 seed=1 acc=0.4800 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:40 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses01-to-ses03 seed=1 acc=0.4650 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:45 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses02-to-ses01 seed=1 acc=0.5000 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:50 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses02-to-ses03 seed=1 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:53 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses03-to-ses01 seed=1 acc=0.5400 (ntr=160 nval=40 nte=200)
2026-06-09 03:49:57 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-004_ses03-to-ses02 seed=1 acc=0.4550 (ntr=160 nval=40 nte=200)
2026-06-09 03:50:09 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses01-to-ses02 seed=1 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 03:50:22 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses01-to-ses03 seed=1 acc=0.5100 (ntr=160 nval=40 nte=200)
2026-06-09 03:50:35 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses02-to-ses01 seed=1 acc=0.7500 (ntr=160 nval=40 nte=200)
2026-06-09 03:50:49 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses02-to-ses03 seed=1 acc=0.7150 (ntr=160 nval=40 nte=200)
2026-06-09 03:50:58 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses03-to-ses01 seed=1 acc=0.8250 (ntr=160 nval=40 nte=200)
2026-06-09 03:51:08 | INFO    | train_session_alignment | [align] session_zscore         fbcnet      single_sub-005_ses03-to-ses02 seed=1 acc=0.7900 (ntr=160 nval=40 nte=200)
