Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods filterbank_reweighting --models eegnet --seeds 1 --protocols single,multi --tag-suffix filterbank_reweighting_eegnet_s1
Node   : gpu01 | Start: Tue Jun  9 14:47:30 CST 2026
Tue Jun  9 14:47:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:21:00.0 Off |                  Off |
| 41%   44C    P0             66W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 14:47:34 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 14:47:34 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['filterbank_reweighting'] | models=['eegnet'] | seeds=[1] | groups=['single', 'multi'] | tasks=335
2026-06-09 14:47:48 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses01-to-ses02 seed=1 acc=0.8300 (ntr=160 nval=40 nte=200)
2026-06-09 14:48:01 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses01-to-ses03 seed=1 acc=0.8550 (ntr=160 nval=40 nte=200)
2026-06-09 14:48:15 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses02-to-ses01 seed=1 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 14:48:30 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses02-to-ses03 seed=1 acc=0.9600 (ntr=160 nval=40 nte=200)
2026-06-09 14:48:43 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses03-to-ses01 seed=1 acc=0.6800 (ntr=160 nval=40 nte=200)
2026-06-09 14:48:57 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-001_ses03-to-ses02 seed=1 acc=0.9450 (ntr=160 nval=40 nte=200)
2026-06-09 14:49:03 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-002_ses01-to-ses02 seed=1 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 14:49:10 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-002_ses01-to-ses03 seed=1 acc=0.5300 (ntr=160 nval=40 nte=200)
2026-06-09 14:49:16 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-002_ses02-to-ses01 seed=1 acc=0.5550 (ntr=160 nval=40 nte=200)
2026-06-09 14:49:22 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-002_ses02-to-ses03 seed=1 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 14:49:29 | INFO    | train_session_alignment | [align] filterbank_reweighting eegnet      single_sub-002_ses03-to-ses01 seed=1 acc=0.5600 (ntr=160 nval=40 nte=200)
