Project: /share/home/yuan/SYX/eeg-mi-online
Env    : mi_torch_cu118
Args   : --methods session_zscore --models eegnet --seeds 0 --protocols single,multi --tag-suffix session_zscore_eegnet_s0
Node   : gpu01 | Start: Tue Jun  9 02:06:11 CST 2026
Tue Jun  9 02:06:11 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.153.02             Driver Version: 570.153.02     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA GeForce RTX 4090 D      On  |   00000000:21:00.0 Off |                  Off |
| 30%   30C    P8             23W /  425W |       1MiB /  24564MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
[cuda-check] torch=2.7.1+cu118 cuda_build=11.8 cuda_avail=True
2026-06-09 02:06:15 | INFO    | train_session_alignment | device=cuda | cuda={'torch': '2.7.1+cu118', 'cuda_build': '11.8', 'cuda_available': True, 'device': 'cuda', 'device_name': 'NVIDIA GeForce RTX 4090 D'}
2026-06-09 02:06:15 | INFO    | train_session_alignment | loaded 148 ok sessions | methods=['session_zscore'] | models=['eegnet'] | seeds=[0] | groups=['single', 'multi'] | tasks=335
2026-06-09 02:06:24 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses02 seed=0 acc=0.8000 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:31 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses01-to-ses03 seed=0 acc=0.8100 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:40 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses01 seed=0 acc=0.6500 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:49 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses02-to-ses03 seed=0 acc=0.9700 (ntr=160 nval=40 nte=200)
2026-06-09 02:06:58 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses01 seed=0 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:07 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-001_ses03-to-ses02 seed=0 acc=0.9700 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:13 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses02 seed=0 acc=0.5750 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:19 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses01-to-ses03 seed=0 acc=0.6150 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:25 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses01 seed=0 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:30 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses02-to-ses03 seed=0 acc=0.6150 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:36 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses01 seed=0 acc=0.6350 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:42 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-002_ses03-to-ses02 seed=0 acc=0.5950 (ntr=160 nval=40 nte=200)
2026-06-09 02:07:55 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses02 seed=0 acc=0.8700 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:07 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses01-to-ses03 seed=0 acc=0.8700 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:22 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses01 seed=0 acc=0.8950 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:38 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses02-to-ses03 seed=0 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:42 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses01 seed=0 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:47 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-003_ses03-to-ses02 seed=0 acc=0.4950 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:51 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses02 seed=0 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 02:08:56 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses01-to-ses03 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:00 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses02-to-ses01 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:04 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses02-to-ses03 seed=0 acc=0.5150 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:10 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses03-to-ses01 seed=0 acc=0.4850 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:15 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-004_ses03-to-ses02 seed=0 acc=0.4600 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:25 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses01-to-ses02 seed=0 acc=0.8600 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:36 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses01-to-ses03 seed=0 acc=0.7300 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:42 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses02-to-ses01 seed=0 acc=0.9100 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:49 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses02-to-ses03 seed=0 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 02:09:56 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses03-to-ses01 seed=0 acc=0.8200 (ntr=160 nval=40 nte=200)
2026-06-09 02:10:02 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-005_ses03-to-ses02 seed=0 acc=0.7600 (ntr=160 nval=40 nte=200)
2026-06-09 02:10:15 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses01-to-ses02 seed=0 acc=0.9400 (ntr=160 nval=40 nte=200)
2026-06-09 02:10:27 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses01-to-ses03 seed=0 acc=0.9750 (ntr=160 nval=40 nte=200)
2026-06-09 02:10:41 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses02-to-ses01 seed=0 acc=0.8500 (ntr=160 nval=40 nte=200)
2026-06-09 02:10:55 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses02-to-ses03 seed=0 acc=0.8950 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:07 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses03-to-ses01 seed=0 acc=0.9200 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:18 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-006_ses03-to-ses02 seed=0 acc=0.9400 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:23 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses01-to-ses02 seed=0 acc=0.7400 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:27 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses01-to-ses03 seed=0 acc=0.8350 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:32 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses02-to-ses01 seed=0 acc=0.6800 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:37 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses02-to-ses03 seed=0 acc=0.9000 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:42 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses03-to-ses01 seed=0 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 02:11:48 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-007_ses03-to-ses02 seed=0 acc=0.7850 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:02 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses01-to-ses02 seed=0 acc=0.8250 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:16 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses01-to-ses03 seed=0 acc=0.5650 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:24 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses02-to-ses01 seed=0 acc=0.7350 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:32 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses02-to-ses03 seed=0 acc=0.6900 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:40 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses03-to-ses01 seed=0 acc=0.6800 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:48 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-008_ses03-to-ses02 seed=0 acc=0.7850 (ntr=160 nval=40 nte=200)
2026-06-09 02:12:57 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses01-to-ses02 seed=0 acc=0.7600 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:05 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses01-to-ses03 seed=0 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:11 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses02-to-ses01 seed=0 acc=0.7450 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:17 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses02-to-ses03 seed=0 acc=0.6300 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:21 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses03-to-ses01 seed=0 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:25 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-009_ses03-to-ses02 seed=0 acc=0.5850 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:30 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses01-to-ses02 seed=0 acc=0.6650 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:34 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses01-to-ses03 seed=0 acc=0.5050 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:40 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses02-to-ses01 seed=0 acc=0.7550 (ntr=160 nval=40 nte=200)
2026-06-09 02:13:47 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses02-to-ses03 seed=0 acc=0.6200 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:01 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses03-to-ses01 seed=0 acc=0.6100 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:14 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-010_ses03-to-ses02 seed=0 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:19 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses01-to-ses02 seed=0 acc=0.5900 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:24 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses01-to-ses03 seed=0 acc=0.9300 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:34 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses02-to-ses01 seed=0 acc=0.7650 (ntr=160 nval=40 nte=200)
2026-06-09 02:14:43 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses02-to-ses03 seed=0 acc=0.6950 (ntr=160 nval=40 nte=200)
2026-06-09 02:15:01 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses03-to-ses01 seed=0 acc=0.9200 (ntr=160 nval=40 nte=200)
2026-06-09 02:15:19 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-011_ses03-to-ses02 seed=0 acc=0.6700 (ntr=160 nval=40 nte=200)
2026-06-09 02:15:24 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-012_ses01-to-ses02 seed=0 acc=0.5350 (ntr=160 nval=40 nte=200)
2026-06-09 02:15:28 | INFO    | train_session_alignment | [align] session_zscore         eegnet      single_sub-012_ses01-to-ses03 seed=0 acc=0.5650 (ntr=160 nval=40 nte=200)
